PROP_ID,LOC_ID,SITE_ADDR,current_use_code,nearby_count,suggestion_1_code,suggestion_1_confidence,suggestion_1_reason,suggestion_1_description
"130-19","F_760252_2958277","26 HINGHAM ST",199,118,102,0.645,"76/118 nearby properties (64.5%); Code: Condominium","Condominium"
"130-83","F_760347_2959125","136 BANKS ST",199,81,102,0.725,"58/81 nearby properties (72.5%); Code: Condominium","Condominium"
"130-84","F_760322_2959184","132 BANKS ST",199,86,102,0.726,"62/86 nearby properties (72.6%); Code: Condominium","Condominium"
"130-93","F_760532_2959144","85 PUTNAM AVE",199,118,102,0.690,"81/118 nearby properties (69.0%); Code: Condominium","Condominium"
"130-94","F_760533_2959185","81-83 PUTNAM AVE",199,125,102,0.686,"85/125 nearby properties (68.6%); Code: Condominium","Condominium"
"130-95","F_760534_2959225","77-79 PUTNAM AVE",199,136,102,0.675,"91/136 nearby properties (67.5%); Code: Condominium","Condominium"
"130-124","F_760326_2958129","367-369 WESTERN AVE",199,122,102,0.632,"77/122 nearby properties (63.2%); Code: Condominium","Condominium"
"130-128","F_760510_2958671","131-133 PUTNAM AVE",199,61,102,0.482,"29/61 nearby properties (48.2%); Code: Condominium","Condominium"
"130-135","F_760299_2958422","226-228 BANKS ST",199,103,102,0.511,"52/103 nearby properties (51.1%); Code: Condominium","Condominium"
"130-146","F_760471_2958388","163-167 PUTNAM AVE",199,158,102,0.575,"90/158 nearby properties (57.5%); Code: Condominium","Condominium"
"131-33","F_760347_2959578","26-28 SURREY ST",199,117,102,0.452,"52/117 nearby properties (45.2%); Code: Condominium","Condominium"
"131-33-5","F_760347_2959578","26-28 SURREY ST #5",327,117,102,0.452,"52/117 nearby properties (45.2%); Code: Condominium","Condominium"
"131-42","F_760546_2959305","71 PUTNAM AVE",199,154,102,0.643,"99/154 nearby properties (64.3%); Code: Condominium","Condominium"
"131-43","F_760483_2959327","11-11 R FLAGG ST",199,146,102,0.629,"91/146 nearby properties (62.9%); Code: Condominium","Condominium"
"131-47","F_760385_2959413","100 BANKS ST",199,145,102,0.557,"80/145 nearby properties (55.7%); Code: Condominium","Condominium"
"131-50","F_760423_2959511","9-15 FALLON PL",199,148,102,0.548,"81/148 nearby properties (54.8%); Code: Condominium","Condominium"
"131-51","F_760346_2959489","96-98 BANKS ST",199,132,102,0.598,"78/132 nearby properties (59.8%); Code: Condominium","Condominium"
"131-52","F_760346_2959526","90-92 BANKS ST",199,128,102,0.541,"69/128 nearby properties (54.1%); Code: Condominium","Condominium"
"132-4","F_759994_2960346","30 MT AUBURN ST",199,80,102,0.358,"28/80 nearby properties (35.8%); Code: Condominium","Condominium"
"132-18","F_760154_2960269","22 MT AUBURN ST",199,145,102,0.532,"77/145 nearby properties (53.2%); Code: Condominium","Condominium"
"132-19","F_760191_2960252","20 MT AUBURN ST",199,257,102,0.702,"180/257 nearby properties (70.2%); Code: Condominium","Condominium"
"132-23","F_760261_2960128","25 BANKS ST",199,105,102,0.247,"25/105 nearby properties (24.7%); Code: Condominium","Condominium"
"132-37","F_759884_2960064","27-29 GRANT ST",199,61,102,0.268,"16/61 nearby properties (26.8%); Code: Condominium","Condominium"
"132-51","F_760562_2959879","21-23 PUTNAM AVE",199,105,102,0.289,"30/105 nearby properties (28.9%); Code: Condominium","Condominium"
"132-98","F_760386_2960097","20 BANKS ST",199,195,102,0.597,"116/195 nearby properties (59.7%); Code: Condominium","Condominium"
"132-99","F_760032_2960328","26-28 MT AUBURN ST",199,83,102,0.324,"26/83 nearby properties (32.4%); Code: Condominium","Condominium"
"132-106","F_760554_2959714","31 PUTNAM AVE",031,140,102,0.463,"64/140 nearby properties (46.3%); Code: Condominium","Condominium"
"132-121","F_760481_2959695","9-13 SURREY ST",199,146,102,0.457,"66/146 nearby properties (45.7%); Code: Condominium","Condominium"
"132-155","F_760381_2960020","30 BANKS ST",199,98,102,0.183,"17/98 nearby properties (18.3%); Code: Condominium","Condominium"
"133-11","F_759701_2960625","40 BOW ST",031,29,942,0.500,"14/29 nearby properties (50.0%); Code: College or University","College or University"
"133-14","F_760057_2960815","1218 MASSACHUSETTS AVE",345,41,102,0.367,"15/41 nearby properties (36.7%); Code: Condominium","Condominium"
"133-15","F_760090_2960767","1208-1210 MASSACHUSETTS AVE",345,41,102,0.367,"15/41 nearby properties (36.7%); Code: Condominium","Condominium"
"133-20","F_760300_2960544","3-5 ARROW ST",345,252,102,0.854,"215/252 nearby properties (85.4%); Code: Condominium","Condominium"
"133-21","F_760075_2960730","12 BOW ST",031,53,102,0.475,"25/53 nearby properties (47.5%); Code: Condominium","Condominium"
"133-26","F_760401_2960392","1134 MASSACHUSETTS AVE",031,285,102,0.835,"237/285 nearby properties (83.5%); Code: Condominium","Condominium"
"133-27","F_760421_2960381","1132 MASSACHUSETTS AVE",345,284,102,0.838,"238/284 nearby properties (83.8%); Code: Condominium","Condominium"
"133-29","F_760461_2960357","1124 MASSACHUSETTS AVE",010,277,102,0.834,"231/277 nearby properties (83.4%); Code: Condominium","Condominium"
"133-30","F_760485_2960330","1122 MASSACHUSETTS AVE",345,279,102,0.831,"231/279 nearby properties (83.1%); Code: Condominium","Condominium"
"133-31","F_760514_2960301","1110-1114 MASSACHUSETTS AVE",011,266,102,0.823,"218/266 nearby properties (82.3%); Code: Condominium","Condominium"
"133-33","F_760555_2960236","1090-1100 MASSACHUSETTS AVE",345,287,102,0.768,"220/287 nearby properties (76.8%); Code: Condominium","Condominium"
"133-36","F_760341_2960373","13-15 MT AUBURN ST",199,286,102,0.784,"224/286 nearby properties (78.4%); Code: Condominium","Condominium"
"133-41","F_760243_2960588","1168 MASSACHUSETTS AVE",199,209,102,0.824,"172/209 nearby properties (82.4%); Code: Condominium","Condominium"
"133-41-68C","F_760243_2960588","1168 MASSACHUSETTS AVE #68C",343,209,102,0.824,"172/209 nearby properties (82.4%); Code: Condominium","Condominium"
"133-41-74C","F_760243_2960588","1174 MASSACHUSETTS AVE #74C",343,209,102,0.824,"172/209 nearby properties (82.4%); Code: Condominium","Condominium"
"133-43","F_760153_2960665","1200 MASSACHUSETTS AVE",013,117,102,0.656,"76/117 nearby properties (65.6%); Code: Condominium","Condominium"
"133-51","F_759917_2960891","1 BOW ST",345,31,942,0.500,"15/31 nearby properties (50.0%); Code: College or University","College or University"
"133-53","F_759846_2960972","1244-1256 MASSACHUSETTS AVE",013,32,942,0.524,"16/32 nearby properties (52.4%); Code: College or University","College or University"
"133-55","F_759947_2960821","3-5 BOW ST",199,40,102,0.345,"13/40 nearby properties (34.5%); Code: Condominium","Condominium"
"133-55-1","F_759947_2960821","3-7 BOW ST #1",343,40,102,0.345,"13/40 nearby properties (34.5%); Code: Condominium","Condominium"
"134-6","F_760564_2960557","9 REMINGTON ST",199,253,102,0.853,"215/253 nearby properties (85.3%); Code: Condominium","Condominium"
"134-8","F_760486_2960532","1137 MASSACHUSETTS AVE",199,229,102,0.809,"185/229 nearby properties (80.9%); Code: Condominium","Condominium"
"134-9","F_760744_2960627","380 HARVARD ST",199,277,102,0.838,"232/277 nearby properties (83.8%); Code: Condominium","Condominium"
"134-15","F_760821_2960416","15 TROWBRIDGE ST",199,305,102,0.870,"265/305 nearby properties (87.0%); Code: Condominium","Condominium"
"134-20","F_760721_2960495","10-14 REMINGTON ST",199,302,102,0.831,"250/302 nearby properties (83.1%); Code: Condominium","Condominium"
"134-28","F_761065_2960171","9 ELLERY ST",199,372,102,0.892,"331/372 nearby properties (89.2%); Code: Condominium","Condominium"
"134-46","F_761025_2960453","22 TROWBRIDGE ST",199,362,102,0.887,"321/362 nearby properties (88.7%); Code: Condominium","Condominium"
"134-50","F_760730_2960242","1073-1081 MASSACHUSETTS AVE",013,308,102,0.855,"263/308 nearby properties (85.5%); Code: Condominium","Condominium"
"134-54","F_761123_2960295","15 ELLERY ST",199,377,102,0.881,"332/377 nearby properties (88.1%); Code: Condominium","Condominium"
"134-56","F_760682_2960358","1105 MASSACHUSETTS AVE",199,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-1C","F_760682_2960358","1105 MASSACHUSETTS AVE #1C",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-1D","F_760682_2960358","1105 MASSACHUSETTS AVE #1D",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-1E","F_760682_2960358","1105 MASSACHUSETTS AVE #1E",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-1F","F_760682_2960358","1105 MASSACHUSETTS AVE #1F",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-1G","F_760682_2960358","1105 MASSACHUSETTS AVE #1G",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-2A","F_760682_2960358","1105 MASSACHUSETTS AVE #2A",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-2B","F_760682_2960358","1105 MASSACHUSETTS AVE #2B",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-2C","F_760682_2960358","1105 MASSACHUSETTS AVE #2C",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-2D","F_760682_2960358","1105 MASSACHUSETTS AVE #2D",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-2E","F_760682_2960358","1105 MASSACHUSETTS AVE #2E",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-2F","F_760682_2960358","1105 MASSACHUSETTS AVE #2F",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-3C","F_760682_2960358","1105 MASSACHUSETTS AVE #3C",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-3D","F_760682_2960358","1105 MASSACHUSETTS AVE #3D",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-3E","F_760682_2960358","1105 MASSACHUSETTS AVE #3E",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-3F","F_760682_2960358","1105 MASSACHUSETTS AVE #3F",343,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R1","F_760682_2960358","1105 MASSACHUSETTS AVE #R1",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R2","F_760682_2960358","1105 MASSACHUSETTS AVE #R2",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R3","F_760682_2960358","1105 MASSACHUSETTS AVE #R3",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R4","F_760682_2960358","1105 MASSACHUSETTS AVE #R4",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R5","F_760682_2960358","1105 MASSACHUSETTS AVE #R5",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R6","F_760682_2960358","1105 MASSACHUSETTS AVE #R6",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R7","F_760682_2960358","1105 MASSACHUSETTS AVE #R7",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R8","F_760682_2960358","1105 MASSACHUSETTS AVE #R8",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R9","F_760682_2960358","1105 MASSACHUSETTS AVE #R9",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R10","F_760682_2960358","1105 MASSACHUSETTS AVE #R10",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R11","F_760682_2960358","1105 MASSACHUSETTS AVE #R11",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R12","F_760682_2960358","1105 MASSACHUSETTS AVE #R12",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R13","F_760682_2960358","1105 MASSACHUSETTS AVE #R13",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R14","F_760682_2960358","1105 MASSACHUSETTS AVE #R14",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-56-R15","F_760682_2960358","1105 MASSACHUSETTS AVE #R15",327,229,102,0.748,"171/229 nearby properties (74.8%); Code: Condominium","Condominium"
"134-57","F_761188_2960469","360 HARVARD ST",199,285,102,0.826,"235/285 nearby properties (82.6%); Code: Condominium","Condominium"
"134-58","F_761155_2960479","362 HARVARD ST",199,412,102,0.875,"360/412 nearby properties (87.5%); Code: Condominium","Condominium"
"134-59","F_761013_2960074","1033 MASSACHUSETTS AVE",345,410,102,0.896,"367/410 nearby properties (89.6%); Code: Condominium","Condominium"
"135-5","F_761135_2961237","452 BROADWAY",199,196,102,0.851,"166/196 nearby properties (85.1%); Code: Condominium","Condominium"
"135-8","F_761200_2961145","51 TROWBRIDGE ST",199,215,102,0.863,"185/215 nearby properties (86.3%); Code: Condominium","Condominium"
"135-10","F_761135_2961017","45-47 TROWBRIDGE ST",199,228,102,0.851,"194/228 nearby properties (85.1%); Code: Condominium","Condominium"
"135-12","F_761052_2961057","4-8 TROWBRIDGE PL",199,216,102,0.829,"179/216 nearby properties (82.9%); Code: Condominium","Condominium"
"135-19","F_760989_2960719","371 HARVARD ST",199,302,102,0.865,"261/302 nearby properties (86.5%); Code: Condominium","Condominium"
"135-26","F_761357_2961172","442 BROADWAY",013,220,102,0.851,"187/220 nearby properties (85.1%); Code: Condominium","Condominium"
"135-29","F_761567_2961066","67 ELLERY ST",199,146,102,0.504,"73/146 nearby properties (50.4%); Code: Condominium","Condominium"
"135-33","F_761416_2960892","53 ELLERY ST",199,298,102,0.768,"228/298 nearby properties (76.8%); Code: Condominium","Condominium"
"135-39","F_761254_2960654","361 HARVARD ST",199,319,102,0.831,"264/319 nearby properties (83.1%); Code: Condominium","Condominium"
"135-41","F_761213_2960820","42 TROWBRIDGE ST",199,322,102,0.827,"266/322 nearby properties (82.7%); Code: Condominium","Condominium"
"135-42","F_761253_2960900","46 TROWBRIDGE ST",199,289,102,0.844,"243/289 nearby properties (84.4%); Code: Condominium","Condominium"
"135-45","F_761332_2961082","54 TROWBRIDGE ST",199,252,102,0.805,"202/252 nearby properties (80.5%); Code: Condominium","Condominium"
"135-51","F_761765_2960780","39-41 DANA ST",199,221,102,0.583,"128/221 nearby properties (58.3%); Code: Condominium","Condominium"
"135-54","F_761693_2960734","11-13 CLEVELAND ST",199,246,102,0.646,"158/246 nearby properties (64.6%); Code: Condominium","Condominium"
"135-56","F_761638_2960760","7-9 CLEVELAND ST",199,248,102,0.646,"160/248 nearby properties (64.6%); Code: Condominium","Condominium"
"135-81","F_761310_2960596","357-359 HARVARD ST",199,258,102,0.789,"203/258 nearby properties (78.9%); Code: Condominium","Condominium"
"135-83","F_761664_2960540","25 DANA ST",199,292,102,0.795,"232/292 nearby properties (79.5%); Code: Condominium","Condominium"
"135-84","F_761464_2960926","55-57 ELLERY ST",199,238,102,0.687,"163/238 nearby properties (68.7%); Code: Condominium","Condominium"
"135-86","F_761508_2961096","430 BROADWAY",199,168,102,0.640,"107/168 nearby properties (64.0%); Code: Condominium","Condominium"
"135-87","F_761537_2961081","428 BROADWAY",010,172,102,0.623,"107/172 nearby properties (62.3%); Code: Condominium","Condominium"
"135-96","F_761465_2961090","432 BROADWAY",199,191,102,0.676,"129/191 nearby properties (67.6%); Code: Condominium","Condominium"
"135-106","F_761581_2960546","345 HARVARD ST",199,343,102,0.757,"259/343 nearby properties (75.7%); Code: Condominium","Condominium"
"135-109","F_761031_2960804","35 TROWBRIDGE ST",199,301,102,0.879,"264/301 nearby properties (87.9%); Code: Condominium","Condominium"
"135-111","F_761100_2960677","369 HARVARD ST",199,295,102,0.848,"250/295 nearby properties (84.8%); Code: Condominium","Condominium"
"135-113","F_761053_2961147","49R TROWBRIDGE ST",199,199,102,0.839,"166/199 nearby properties (83.9%); Code: Condominium","Condominium"
"135-114","F_761153_2961098","49 TROWBRIDGE ST",199,255,102,0.872,"222/255 nearby properties (87.2%); Code: Condominium","Condominium"
"135-120","F_761574_2960865","54 ELLERY ST",199,216,102,0.609,"131/216 nearby properties (60.9%); Code: Condominium","Condominium"
"135-145","F_761358_2960708","39-41 ELLERY ST",199,361,102,0.806,"290/361 nearby properties (80.6%); Code: Condominium","Condominium"
"137-38","F_760843_2961909","1716 CAMBRIDGE ST",199,95,102,0.678,"64/95 nearby properties (67.8%); Code: Condominium","Condominium"
"139-8","F_761956_2961522","96-98 ELLERY ST",199,130,102,0.505,"65/130 nearby properties (50.5%); Code: Condominium","Condominium"
"139-14","F_762096_2961713","1588-1586 CAMBRIDGE ST",199,95,102,0.506,"48/95 nearby properties (50.6%); Code: Condominium","Condominium"
"139-16","F_762156_2961693","1578 CAMBRIDGE ST",199,92,102,0.474,"43/92 nearby properties (47.4%); Code: Condominium","Condominium"
"139-18","F_762264_2961698","81 DANA ST",010,113,102,0.585,"66/113 nearby properties (58.5%); Code: Condominium","Condominium"
"139-19","F_762221_2961657","79 DANA ST",199,113,102,0.553,"62/113 nearby properties (55.3%); Code: Condominium","Condominium"
"139-26","F_761980_2961251","63 DANA ST",199,110,101,0.340,"37/110 nearby properties (34.0%); Code: Single Family","Single Family"
"139-44","F_762108_2961165","52-54 DANA ST",199,196,102,0.650,"127/196 nearby properties (65.0%); Code: Condominium","Condominium"
"139-61","F_762357_2961436","19 ELLSWORTH AVE",199,193,102,0.646,"124/193 nearby properties (64.6%); Code: Condominium","Condominium"
"139-62","F_762327_2961383","17 ELLSWORTH AVE",199,206,102,0.663,"136/206 nearby properties (66.3%); Code: Condominium","Condominium"
"139-65","F_762239_2961228","11 ELLSWORTH AVE",199,230,102,0.693,"159/230 nearby properties (69.3%); Code: Condominium","Condominium"
"139-69","F_762121_2961019","3 ELLSWORTH AVE",199,228,102,0.682,"155/228 nearby properties (68.2%); Code: Condominium","Condominium"
"139-72","F_762313_2961553","74-76 DANA ST",199,135,102,0.566,"76/135 nearby properties (56.6%); Code: Condominium","Condominium"
"139-73","F_762360_2961674","1560 CAMBRIDGE ST",199,126,102,0.587,"73/126 nearby properties (58.7%); Code: Condominium","Condominium"
"139-75","F_762397_2961507","23 ELLSWORTH AVE",199,167,102,0.623,"104/167 nearby properties (62.3%); Code: Condominium","Condominium"
"139-76","F_762380_2961477","21 ELLSWORTH AVE",199,170,102,0.610,"103/170 nearby properties (61.0%); Code: Condominium","Condominium"
"139-77","F_762328_2961585","78 DANA ST",199,140,102,0.598,"83/140 nearby properties (59.8%); Code: Condominium","Condominium"
"139-78","F_762419_2961551","25 ELLSWORTH AVE",199,164,102,0.625,"102/164 nearby properties (62.5%); Code: Condominium","Condominium"
"139-85","F_761794_2961272","80 ELLERY ST",199,109,102,0.404,"44/109 nearby properties (40.4%); Code: Condominium","Condominium"
"139-92","F_761972_2961183","61 DANA ST",199,112,101,0.333,"37/112 nearby properties (33.3%); Code: Single Family","Single Family"
"139-95","F_762073_2961371","67 DANA ST",199,147,102,0.476,"70/147 nearby properties (47.6%); Code: Condominium","Condominium"
"140-7","F_761916_2962511","29 ROBERTS RD",199,179,102,0.503,"90/179 nearby properties (50.3%); Code: Condominium","Condominium"
"140-10","F_761886_2962355","19 ROBERTS RD",199,163,102,0.536,"87/163 nearby properties (53.6%); Code: Condominium","Condominium"
"140-26","F_762099_2962560","9 MAGNOLIA AVE",199,188,102,0.553,"103/188 nearby properties (55.3%); Code: Condominium","Condominium"
"140-33","F_762216_2962539","19 MAGNOLIA AVE",199,154,102,0.500,"77/154 nearby properties (50.0%); Code: Condominium","Condominium"
"140-39","F_762450_2962495","35 MAGNOLIA AVE",199,126,102,0.581,"73/126 nearby properties (58.1%); Code: Condominium","Condominium"
"140-45","F_762711_2962442","26-28 LEONARD AVE",199,91,102,0.708,"64/91 nearby properties (70.8%); Code: Condominium","Condominium"
"140-48","F_762693_2962293","20 LEONARD AVE",199,87,102,0.739,"64/87 nearby properties (73.9%); Code: Condominium","Condominium"
"140-51","F_762670_2962161","14 LEONARD AVE",199,85,102,0.662,"56/85 nearby properties (66.2%); Code: Condominium","Condominium"
"140-54","F_762648_2962027","8 LEONARD AVE",199,55,102,0.500,"27/55 nearby properties (50.0%); Code: Condominium","Condominium"
"140-55","F_762640_2961983","6 LEONARD AVE",199,68,102,0.482,"32/68 nearby properties (48.2%); Code: Condominium","Condominium"
"140-59","F_762591_2961811","1541 CAMBRIDGE ST",199,120,102,0.608,"72/120 nearby properties (60.8%); Code: Condominium","Condominium"
"140-80","F_762041_2962514","32 ROBERTS RD",199,170,102,0.524,"89/170 nearby properties (52.4%); Code: Condominium","Condominium"
"140-83","F_762361_2962509","29-30 MAGNOLIA AVE",199,153,102,0.581,"88/153 nearby properties (58.1%); Code: Condominium","Condominium"
"140-91","F_761705_2962415","104 TROWBRIDGE ST",199,197,102,0.506,"99/197 nearby properties (50.6%); Code: Condominium","Condominium"
"140-93","F_761719_2962502","108 TROWBRIDGE ST",199,202,102,0.520,"104/202 nearby properties (52.0%); Code: Condominium","Condominium"
"140-94","F_761727_2962542","110 TROWBRIDGE ST",199,209,102,0.519,"108/209 nearby properties (51.9%); Code: Condominium","Condominium"
"140-95","F_761733_2962582","112 TROWBRIDGE ST",199,209,102,0.536,"111/209 nearby properties (53.6%); Code: Condominium","Condominium"
"140-97","F_762493_2962486","37 MAGNOLIA AVE",199,122,102,0.618,"75/122 nearby properties (61.8%); Code: Condominium","Condominium"
"140-98","F_762527_2962481","39 MAGNOLIA AVE",199,121,102,0.624,"75/121 nearby properties (62.4%); Code: Condominium","Condominium"
"140-110","F_761790_2962200","5 ADAMS TER",199,142,102,0.603,"85/142 nearby properties (60.3%); Code: Condominium","Condominium"
"140-112","F_761858_2962190","11 ROBERTS RD",199,132,102,0.629,"83/132 nearby properties (62.9%); Code: Condominium","Condominium"
"140-125","F_761856_2962564","4 EMMONS PL",199,236,102,0.573,"135/236 nearby properties (57.3%); Code: Condominium","Condominium"
"140-128","F_762605_2962468","59 MAGNOLIA AVE",199,98,102,0.613,"60/98 nearby properties (61.3%); Code: Condominium","Condominium"
"140-129","F_762654_2962460","61 MAGNOLIA AVE",199,93,102,0.653,"60/93 nearby properties (65.3%); Code: Condominium","Condominium"
"140-134","F_762410_2962116","1571 CAMBRIDGE ST",113,325,102,0.571,"185/325 nearby properties (57.1%); Code: Condominium","Condominium"
"140-140","F_761785_2962299","17 ROBERTS RD",199,191,102,0.598,"114/191 nearby properties (59.8%); Code: Condominium","Condominium"
"140-144","F_761662_2962239","96 TROWBRIDGE ST",199,173,102,0.601,"104/173 nearby properties (60.1%); Code: Condominium","Condominium"
"140-145","F_761716_2962263","98 TROWBRIDGE ST",199,169,102,0.589,"99/169 nearby properties (58.9%); Code: Condominium","Condominium"
"140-149","F_761626_2961950","1643 CAMBRIDGE ST",199,72,102,0.393,"28/72 nearby properties (39.3%); Code: Condominium","Condominium"
"140-150","F_762707_2962382","24 LEONARD AVE",199,89,102,0.743,"66/89 nearby properties (74.3%); Code: Condominium","Condominium"
"140-154","F_761844_2962290","15C ROBERTS RD",199,169,102,0.611,"103/169 nearby properties (61.1%); Code: Condominium","Condominium"
"141-14","F_762121_2962937","86 KIRKLAND ST",199,125,102,0.449,"56/125 nearby properties (44.9%); Code: Condominium","Condominium"
"141-14-1","F_762121_2962937","86 KIRKLAND ST #1",327,125,102,0.449,"56/125 nearby properties (44.9%); Code: Condominium","Condominium"
"141-23","F_762353_2962618","32-34 MAGNOLIA AVE",199,157,102,0.577,"90/157 nearby properties (57.7%); Code: Condominium","Condominium"
"141-45","F_762504_2962699","33 LINE ST",199,121,102,0.646,"78/121 nearby properties (64.6%); Code: Condominium","Condominium"
"141-46","F_762528_2962669","35 LINE ST",199,119,102,0.640,"76/119 nearby properties (64.0%); Code: Condominium","Condominium"
"141-48","F_762582_2962601","41 LINE ST",199,98,102,0.625,"61/98 nearby properties (62.5%); Code: Condominium","Condominium"
"141-49","F_762613_2962570","60-62 MAGNOLIA AVE",199,94,102,0.597,"56/94 nearby properties (59.7%); Code: Condominium","Condominium"
"141-50","F_762523_2962592","2-4 MYRTLE AVE",199,122,102,0.627,"76/122 nearby properties (62.7%); Code: Condominium","Condominium"
"141-56","F_762350_2962802","28-30 MYRTLE AVE",199,145,102,0.562,"81/145 nearby properties (56.2%); Code: Condominium","Condominium"
"141-58","F_762295_2962870","36 MYRTLE AVE",199,131,102,0.514,"67/131 nearby properties (51.4%); Code: Condominium","Condominium"
"141-65","F_762152_2962887","39 MYRTLE AVE",199,160,102,0.496,"79/160 nearby properties (49.6%); Code: Condominium","Condominium"
"141-72","F_762100_2962769","44-44 1/2 ROBERTS RD",199,181,102,0.484,"87/181 nearby properties (48.4%); Code: Condominium","Condominium"
"141-73","F_762096_2962731","42 ROBERTS RD",199,183,102,0.500,"91/183 nearby properties (50.0%); Code: Condominium","Condominium"
"141-80-92","F_762260_2962978","92 KIRKLAND ST #92",327,103,102,0.467,"48/103 nearby properties (46.7%); Code: Condominium","Condominium"
"141-80-100","F_762260_2962978","100 KIRKLAND ST #100",327,103,102,0.467,"48/103 nearby properties (46.7%); Code: Condominium","Condominium"
"141-88","F_761740_2962622","114 TROWBRIDGE ST",199,210,102,0.568,"119/210 nearby properties (56.8%); Code: Condominium","Condominium"
"141-89","F_761749_2962676","118 TROWBRIDGE ST",199,210,102,0.565,"118/210 nearby properties (56.5%); Code: Condominium","Condominium"
"141-90","F_761759_2962730","122 TROWBRIDGE ST",199,205,102,0.572,"117/205 nearby properties (57.2%); Code: Condominium","Condominium"
"141-94","F_761893_2962709","1-1 EMMONS PL",199,188,102,0.491,"92/188 nearby properties (49.1%); Code: Condominium","Condominium"
"142-6","F_761216_2962145","2 IRVING TER",199,205,102,0.720,"147/205 nearby properties (72.0%); Code: Condominium","Condominium"
"142-9","F_761187_2962025","1683 CAMBRIDGE ST",199,150,102,0.714,"107/150 nearby properties (71.4%); Code: Condominium","Condominium"
"142-18","F_761003_2962410","16-18 SUMNER RD",199,166,102,0.558,"92/166 nearby properties (55.8%); Code: Condominium","Condominium"
"142-25","F_761297_2962677","56-58 KIRKLAND ST",199,136,101,0.391,"53/136 nearby properties (39.1%); Code: Single Family","Single Family"
"142-29","F_761300_2962598","49 IRVING ST",199,160,102,0.430,"68/160 nearby properties (43.0%); Code: Condominium","Condominium"
"142-43","F_761316_2962017","1673 CAMBRIDGE ST",031,162,102,0.711,"115/162 nearby properties (71.1%); Code: Condominium","Condominium"
"142-48","F_761436_2962525","42-44 IRVING ST",199,201,102,0.505,"101/201 nearby properties (50.5%); Code: Condominium","Condominium"
"142-49","F_761447_2962586","48 IRVING ST",199,186,102,0.497,"92/186 nearby properties (49.7%); Code: Condominium","Condominium"
"142-50","F_761458_2962642","52 IRVING ST",199,161,102,0.422,"67/161 nearby properties (42.2%); Code: Condominium","Condominium"
"142-82","F_761028_2962178","8 IRVING TER",199,152,102,0.660,"100/152 nearby properties (66.0%); Code: Condominium","Condominium"
"142-99","F_761538_2962392","99 TROWBRIDGE ST",199,207,102,0.543,"112/207 nearby properties (54.3%); Code: Condominium","Condominium"
"142-102","F_761495_2962153","85 TROWBRIDGE ST",199,214,102,0.663,"141/214 nearby properties (66.3%); Code: Condominium","Condominium"
"142-112","F_761058_2962073","1697 CAMBRIDGE ST",199,111,102,0.525,"58/111 nearby properties (52.5%); Code: Condominium","Condominium"
